ACADEMIC_PERIOD,Department,Subject,Crs .,Title,IType,Sec .,CRN,Min Cr,Max Credit,Stat,Perm,Days,Meeting Time String,Dates,BldgRoom String,Enrl*,Lim**,Graduate Students,INSTRUCTOR_ID,Instructor,Instructor_Title,Grd?,Mode,Link ID,Link Cnct,XList Group,XList Enrl,XList Max Enrl,XList Seats Avail
202320,Schl of Construction Mgmt Tech,CM,10000,Intro To Construction Mgmt,LEC,001,12591,3.0,3.0,,,TR,01:30 PM-02:45 PM,01/09/23-04/29/23,STEW 320,76,100,No,10336554.0,"Jenkins, James L.",Associate Professor and Associate Head of Undergraduate Programs,Y,Reg,Unk,Unk,Unk,0.0,0.0,0.0
202320,Schl of Construction Mgmt Tech,CM,30000,Advanced Pre-Con Mgmt,LEC,004,11239,9.0,9.0,,,TR,02:30 PM-05:20 PM,01/09/23-04/29/23,CRTN 1011,83,81,No,10336554.0,"Jenkins, James L.",Associate Professor and Associate Head of Undergraduate Programs,Y,Reg,A1,A2,Unk,0.0,0.0,0.0
202320,Schl of Construction Mgmt Tech,CM,40000,Construction Capstone I,LEC,001,11196,6.0,6.0,,,MW,11:30 AM-01:20 PM,01/09/23-04/29/23,PHYS 203,26,40,No,10336554.0,"Jenkins, James L.",Associate Professor and Associate Head of Undergraduate Programs,Y,Reg,A1,A2,Unk,0.0,0.0,0.0
202320,Schl of Construction Mgmt Tech,CM,41000,Construction Mgmt Portfolio II,DIS,002,22526,0.5,0.5,,,Unlisted,,01/09/23-03/05/23,,15,100,No,10336554.0,"Jenkins, James L.",Associate Professor and Associate Head of Undergraduate Programs,Y,P/NP,Unk,Unk,Unk,0.0,0.0,0.0
202320,Schl of Aviation & Transp Tech,AT,52500,Process Impr & Simulation,LEC,001,23727,3.0,3.0,,,TR,06:00 PM-07:15 PM,01/09/23-04/29/23,NISW 187,8,20,No,21857835.0,"Johnson, Mary E.",Professor and Associate Head for Graduate Education and Research,Y,Reg,Unk,Unk,Unk,0.0,0.0,0.0
202320,Schl of Aviation & Transp Tech,AT,64000,Aviation & Aero Sustainability,LEC,001,16184,3.0,3.0,,,TR,04:30 PM-05:45 PM,01/09/23-04/29/23,NISW 184,19,20,No,21857835.0,"Johnson, Mary E.",Professor and Associate Head for Graduate Education and Research,Y,Reg,Unk,Unk,Unk,0.0,0.0,0.0
202320,Computer Information Tech,CNIT,18200,System & Org Security,LEC,001,15404,3.0,3.0,,,MW,03:30 PM-04:20 PM,01/09/23-04/29/23,WALC 3087,55,75,No,28174035.0,"Josekutty Thomas, Paul",Clinical Assistant Professor,Y,Reg,A1,A2,Unk,0.0,0.0,0.0
202320,Computer Information Tech,CNIT,48000,Manag Info Tech Projct,LEC,001,13263,3.0,3.0,,,TR,12:00 PM-01:15 PM,01/09/23-04/29/23,WALC 2087,112,120,No,28174035.0,"Josekutty Thomas, Paul",Clinical Assistant Professor,Y,Reg,A1,A2,Unk,0.0,0.0,0.0
202320,Schl of Construction Mgmt Tech,CM,10000,Intro To Construction Mgmt,LEC,001,12591,3.0,3.0,,,TR,01:30 PM-02:45 PM,01/09/23-04/29/23,STEW 320,76,100,No,25776193.0,"Kang, Kyubyung",Assistant Professor,Y,Reg,Unk,Unk,Unk,0.0,0.0,0.0
202320,Schl of Construction Mgmt Tech,CM,20000,Intermediate Pre-Con Mgmt,LEC,001,11252,9.0,9.0,,,MW,02:30 PM-05:20 PM,01/09/23-04/29/23,PHYS 223,99,90,No,25776193.0,"Kang, Kyubyung",Assistant Professor,Y,Reg,A1,A2,Unk,0.0,0.0,0.0
202320,Schl of Construction Mgmt Tech,CM,25000,Intermediate Const Mgmt,LEC,004,11268,9.0,9.0,,,TR,08:30 AM-11:20 AM,01/09/23-04/29/23,KRAN G016,91,93,No,25776193.0,"Kang, Kyubyung",Assistant Professor,Y,Reg,A1,A2,Unk,0.0,0.0,0.0
202320,Schl of Construction Mgmt Tech,CM,30000,Advanced Pre-Con Mgmt,LEC,004,11239,9.0,9.0,,,TR,02:30 PM-05:20 PM,01/09/23-04/29/23,CRTN 1011,83,81,No,25776193.0,"Kang, Kyubyung",Assistant Professor,Y,Reg,A1,A2,Unk,0.0,0.0,0.0
202320,Schl of Construction Mgmt Tech,CM,58100,Comp Visn Smart Infrastr Mgmt,LEC,002,29001,3.0,3.0,,,T,05:30 PM-08:20 PM,01/09/23-04/29/23,DUDL 4117A,20,30,No,25776193.0,"Kang, Kyubyung",Assistant Professor,Y,Reg,Unk,Unk,Unk,0.0,0.0,0.0
202320,Computer Information Tech,CNIT,25501,Obj-Oriented Prog Introduction,LEC,001,11728,3.0,3.0,,,MW,02:30 PM-03:20 PM,01/09/23-04/29/23,MATH 175,171,180,No,31212416.0,"Kao, Dominic",Assistant Professor,Y,Reg,A1,A2,Unk,0.0,0.0,0.0
202320,Computer Information Tech,CNIT,58100,Human Computer Interaction,LEC,038,16995,3.0,3.0,,Inst,TR,04:30 PM-05:45 PM,01/09/23-04/29/23,KNOY B029,13,20,No,31212416.0,"Kao, Dominic",Assistant Professor,Y,Reg,Unk,Unk,Unk,0.0,0.0,0.0
202320,Computer Information Tech,CNIT,42300,Advanced Cyberforensics,LEC,001,19995,3.0,3.0,,,MW,11:30 AM-12:20 PM,01/09/23-04/29/23,KNOY 228,6,24,No,31212157.0,"Karabiyik, Umit",Associate Professor,Y,Reg,A1,A2,Unk,0.0,0.0,0.0
202320,Computer Information Tech,CNIT,52500,Mobile Forensics,LEC,004,29317,3.0,3.0,,Dept,M,01:30 PM-03:20 PM,01/09/23-04/29/23,KNOY 228,5,24,No,31212157.0,"Karabiyik, Umit",Associate Professor,Y,Reg,A1,A2,Unk,0.0,0.0,0.0
202320,Schl of Aviation & Transp Tech,AT,20300,Aviation Operations Management,LEC,002,16139,3.0,3.0,,,TR,07:30 AM-08:45 AM,01/09/23-04/29/23,NISW 149,33,70,No,35531207.0,"Karanki, Fecri",Assistant Professor,Y,Reg,Unk,Unk,Unk,0.0,0.0,0.0
202320,Schl of Aviation & Transp Tech,AT,50700,Quant Eval In Transportation,LEC,001,21001,3.0,3.0,,,TR,12:00 PM-01:15 PM,01/09/23-04/29/23,NISW 157,13,18,No,35531207.0,"Karanki, Fecri",Assistant Professor,Y,Reg,Unk,Unk,Unk,0.0,0.0,0.0
202320,Military Science,MSL,20200,Army Doctrine Decision Making,LEC,001,22892,3.0,3.0,,,TR,01:30 PM-02:20 PM,01/09/23-04/29/23,AR 101,22,36,No,34061746.0,"Keaton, Richard A.",Senior Military Science Instructor,Y,Reg,A1,A2,Unk,0.0,0.0,0.0
202320,Military Science,MSL,20200,Army Doctrine Decision Making,LEC,003,22894,3.0,3.0,,,TR,09:30 AM-10:20 AM,01/09/23-04/29/23,AR 101,26,36,No,34061746.0,"Keaton, Richard A.",Senior Military Science Instructor,Y,Reg,A1,A2,Unk,0.0,0.0,0.0
202320,Schl of Aviation & Transp Tech,AT,32700,Adv Transprt Flight Op,LEC,001,11624,3.0,3.0,,,MWF,03:30 PM-04:20 PM,01/09/23-04/29/23,NISW 149,51,60,No,25980133.0,"Keller, Julius C.",Associate Professor,Y,Reg,Unk,Unk,Unk,0.0,0.0,0.0
202320,Purdue Polytechnic Inst Admin,TECH,22000,Design Technology For People,LEC,001,19822,3.0,3.0,,,MW,09:30 AM-10:20 AM,01/09/23-04/29/23,WALC 2124,14,40,No,22597331.0,"Kelley, Todd R.",Professor and Interim Department Head TLI,Y,Reg,A1,A3,B5,36.0,40.0,4.0
202320,Purdue Polytechnic Inst Admin,TECH,22000,Design Technology For People,LEC,002,19834,3.0,3.0,,,MW,01:30 PM-02:20 PM,01/09/23-04/29/23,WALC 2124,19,40,No,22597331.0,"Kelley, Todd R.",Professor and Interim Department Head TLI,Y,Reg,A2,A4,B6,40.0,40.0,0.0
202320,Technology Ldrshp & Innovatn,TLI,36700,Teach Design & Innovation I,LEC,001,19826,3.0,3.0,,,MW,09:30 AM-10:20 AM,01/09/23-04/29/23,WALC 2124,1,40,No,22597331.0,"Kelley, Todd R.",Professor and Interim Department Head TLI,Y,Reg,A1,A3,B5,36.0,40.0,4.0
202320,Technology Ldrshp & Innovatn,TLI,36700,Teach Design & Innovation I,LEC,002,19835,3.0,3.0,,,MW,01:30 PM-02:20 PM,01/09/23-04/29/23,WALC 2124,2,40,No,22597331.0,"Kelley, Todd R.",Professor and Interim Department Head TLI,Y,Reg,A2,A4,B6,40.0,40.0,0.0
202320,Computer Graphics Technology,CGT,20500,Portfolio Review,DIS,001,12036,0.0,0.0,,,M,07:30 AM-08:20 AM,01/09/23-04/29/23,SYNC ONLINE,91,150,No,34005903.0,"Kesselman, Jeffrey P.",Assistant Professor,Y,S/U,Unk,Unk,F8,128.0,150.0,22.0
202320,Computer Graphics Technology,CGT,21500,Comptr Graph Program I,LEC,001,44001,3.0,3.0,,,TR,04:30 PM-05:20 PM,01/09/23-04/29/23,KNOY B033,25,25,No,34005903.0,"Kesselman, Jeffrey P.",Assistant Professor,Y,Reg,A1,A2,Unk,0.0,0.0,0.0
202320,Computer Graphics Technology,CGT,40500,Senior Portfolio Review,DIS,004,29316,0.0,0.0,,,M,07:30 AM-08:20 AM,01/09/23-04/29/23,SYNC ONLINE,37,150,No,34005903.0,"Kesselman, Jeffrey P.",Assistant Professor,Y,S/U,Unk,Unk,F8,128.0,150.0,22.0
202320,Computer Graphics Technology,CGT,58100,2D Game Engine Architecture,LEC,016,28004,3.0,3.0,,,M,06:00 PM-08:50 PM,01/09/23-04/29/23,WALC 3132,0,20,No,34005903.0,"Kesselman, Jeffrey P.",Assistant Professor,Y,Reg,Unk,Unk,Unk,0.0,0.0,0.0
202320,Computer Information Tech,CNIT,42000,Basic Cyber Forensics,LEC,001,13254,3.0,3.0,,,MW,08:30 AM-09:20 AM,01/09/23-04/29/23,WALC 2087,98,100,No,32116855.0,"Khan, Tahir M.",Assistant Professor,Y,Reg,A1,A2,Unk,0.0,0.0,0.0
202320,Computer Information Tech,CNIT,47100,Vuln Analysis & Testing,LEC,003,20155,3.0,3.0,,,MW,10:30 AM-11:20 AM,01/09/23-04/29/23,LILY G126,122,126,No,32116855.0,"Khan, Tahir M.",Assistant Professor,Y,Reg,A1,A2,Unk,0.0,0.0,0.0
202320,Computer Information Tech,CNIT,58100,Malware Forensics,LEC,029,12462,3.0,3.0,,Dept,TR,04:30 PM-05:45 PM,01/09/23-04/29/23,KNOY B041,16,24,No,32116855.0,"Khan, Tahir M.",Assistant Professor,Y,Reg,Unk,Unk,Unk,0.0,0.0,0.0
202320,Schl of Aviation & Transp Tech,AT,47200,Adv Composite Tech,LEC,001,13917,3.0,3.0,,Dept,F,03:30 PM-05:20 PM,01/09/23-04/29/23,NISW 187,33,40,No,25806965.0,"Kim, Garam",Assistant Professor,Y,Reg,A1,A5,Unk,0.0,0.0,0.0
202320,School of Engineering Tech,ECET,32700,Instrmnt Data Aquisitn Design,LEC,028,22586,3.0,3.0,,,TR,10:30 AM-11:20 AM,01/09/23-04/29/23,GRIS 103,27,28,No,35574285.0,"Kim, Noori",Assistant Professor,Y,Reg,AD,AE,Unk,0.0,0.0,0.0
202320,Technology Ldrshp & Innovatn,OLS,45000,Advanced Project Management,LEC,001,22994,3.0,3.0,,,MWF,11:30 AM-12:20 PM,01/09/23-04/29/23,SYNC ONLINE,34,40,No,20002402.0,"Kleiman-Redden, Edna E.",Professor,Y,Reg,Unk,Unk,Unk,0.0,0.0,0.0
202320,Computer Information Tech,CNIT,48300,Applied Machine Learning,LEC,003,24807,3.0,3.0,,,MW,03:30 PM-04:20 PM,01/09/23-04/29/23,KNOY B029,17,20,No,22151677.0,"Kocsis, Jin",Associate Professor,Y,Reg,A1,A2,Unk,0.0,0.0,0.0
202320,Computer Information Tech,CNIT,62300,Deep Learning In Cybersecurity,LEC,006,12546,3.0,3.0,,Dept,TR,10:30 AM-11:45 AM,01/09/23-04/29/23,KNOY B031,3,20,No,22151677.0,"Kocsis, Jin",Associate Professor,Y,Reg,Unk,Unk,Unk,0.0,0.0,0.0
202320,Computer Graphics Technology,CGT,26000,Intro Modeling For BIM,LEC,002,25022,3.0,3.0,,,T,08:30 AM-09:20 AM,01/09/23-04/29/23,KNOY 306,17,50,Graduate Student,34818952.0,"Kulkarni, Shruti M.",Student,Y,Reg,A1,A3,Unk,0.0,0.0,0.0
202320,Computer Graphics Technology,CGT,36000,Appl Of Const Doc I,DIS,005,16384,3.0,3.0,,,Unlisted,,01/09/23-04/29/23,,75,100,Graduate Student,34818952.0,"Kulkarni, Shruti M.",Student,Y,Reg,A4,A3,Unk,0.0,0.0,0.0
202320,Computer Graphics Technology,CGT,46000,Bldg Information Model,LEC,001,53159,3.0,3.0,,,R,08:30 AM-09:20 AM,01/09/23-04/29/23,KNOY 306,33,50,Graduate Student,34818952.0,"Kulkarni, Shruti M.",Student,Y,Reg,A1,A3,Unk,0.0,0.0,0.0
202320,Naval Science,NS,21200,Naval Ship Systems-Weapons,LEC,002,29380,3.0,3.0,,,MWF,01:30 PM-02:20 PM,01/09/23-04/29/23,AR 101,35,40,No,35639717.0,"Kwiatek, Jennifer L.",Recruiting Officer for Navy ROTC,Y,Reg,Unk,Unk,Unk,0.0,0.0,0.0
202320,Naval Science,NS,21200,Naval Ship Systems-Weapons,LEC,001,54678,3.0,3.0,,,MWF,09:30 AM-10:20 AM,01/09/23-04/29/23,AR 101,30,40,No,35639717.0,"Kwiatek, Jennifer L.",Recruiting Officer for Navy ROTC,Y,Reg,Unk,Unk,Unk,0.0,0.0,0.0
202320,Computer Information Tech,CNIT,48200,Six Sigma Data Quality,LEC,026,21652,3.0,3.0,,,MW,03:30 PM-04:20 PM,01/09/23-04/29/23,KNOY B041,7,20,No,11275297.0,"Laux, Chad M.",Associate Professor,Y,Reg,A3,A4,Unk,0.0,0.0,0.0
202320,Computer Information Tech,CNIT,58100,Six Sigma Black Belt,LEC,023,22567,3.0,3.0,,Inst,W,05:30 PM-08:20 PM,01/09/23-04/29/23,KNOY B041,10,20,No,11275297.0,"Laux, Chad M.",Associate Professor,Y,Reg,Unk,Unk,Unk,0.0,0.0,0.0
202320,Computer Information Tech,CNIT,13600,PC Tech & Applications,DIS,Y01,57718,3.0,3.0,,,Unlisted,,01/09/23-04/29/23,,299,300,No,21864087.0,"Laux, Dawn D.",Assistant Dean of Academic Programs and Clinical Professor,Y,Reg,Unk,Unk,Unk,0.0,0.0,0.0
202320,Computer Information Tech,CNIT,38101,Enterprise Info Governance,LEC,007,27415,3.0,3.0,,Dept,TR,12:00 PM-01:15 PM,01/09/23-04/29/23,KNOY B031,37,40,No,21864087.0,"Laux, Dawn D.",Assistant Dean of Academic Programs and Clinical Professor,Y,Reg,Unk,Unk,Unk,0.0,0.0,0.0
202320,Aerospace Studies,AFT,12000,Heritage And Values II,LEC,001,10534,1.0,1.0,,,W,03:30 PM-04:20 PM,01/09/23-04/29/23,AR 101,23,48,No,35598560.0,"Le, Kathleen H.",Instructor ,Y,Reg,Unk,Unk,Unk,0.0,0.0,0.0
202320,Aerospace Studies,AFT,12000,Heritage And Values II,LEC,003,10536,1.0,1.0,,,W,11:30 AM-12:20 PM,01/09/23-04/29/23,AR 101,11,36,No,35598560.0,"Le, Kathleen H.",Instructor ,Y,Reg,Unk,Unk,Unk,0.0,0.0,0.0
202320,Aerospace Studies,AFT,12000,Heritage And Values II,LEC,004,46926,1.0,1.0,,,W,02:30 PM-03:20 PM,01/09/23-04/29/23,AR 101,21,48,No,35598560.0,"Le, Kathleen H.",Instructor ,Y,Reg,Unk,Unk,Unk,0.0,0.0,0.0
202320,School of Engineering Tech,IET,43640,Lean Six Sigma,LEC,015,20246,3.0,3.0,,,MW,10:30 AM-11:20 AM,01/09/23-04/29/23,WALC 1087,32,100,No,27435097.0,"Le, Tho V.",Assistant Professor,Y,Reg,A1,A2,Unk,0.0,0.0,0.0
202320,Computer Information Tech,CNIT,18000,Intro To Systems Devel,LEC,008,12437,3.0,3.0,,,WF,11:30 AM-12:20 PM,01/09/23-04/29/23,WALC 1018,116,150,Graduate Student,30890920.0,"Ledbetter, William C.",Student,Y,Reg,A1,A2,Unk,0.0,0.0,0.0
202320,Computer Information Tech,CNIT,32000,"Pol, Reg & Global Info Tech",LEC,001,11647,3.0,3.0,,,TR,03:00 PM-04:15 PM,01/09/23-04/29/23,WALC B058,93,140,Graduate Student,30890920.0,"Ledbetter, William C.",Student,Y,Reg,Unk,Unk,Unk,0.0,0.0,0.0
202320,Computer Information Tech,CNIT,38000,Adv Analysis & Design,LEC,001,12441,3.0,3.0,,,TR,01:30 PM-02:45 PM,01/09/23-04/29/23,ME 1009,25,50,Graduate Student,30890920.0,"Ledbetter, William C.",Student,Y,Reg,Unk,Unk,Unk,0.0,0.0,0.0
202320,School of Engineering Tech,MET,21100,Appl Strength Material,LEC,005,22359,4.0,4.0,,,MWF,08:30 AM-09:20 AM,01/09/23-04/29/23,KNOY B019,42,54,No,22260629.0,"Lee, Sunghwan",Associate Professor,Y,Reg,A1,A2,Unk,0.0,0.0,0.0
202320,School of Engineering Tech,ECET,43900,Advanced DSP,LEC,002,20001,3.0,3.0,,,T,01:30 PM-03:20 PM,01/09/23-04/29/23,GRIS 125,11,14,No,26135183.0,"Leon-Salas, Walter Daniel",Associate Professor,Y,Reg,A1,A2,8F,13.0,14.0,1.0
202320,School of Engineering Tech,ECET,58100,Advanced DSP,LEC,025,20002,3.0,3.0,,,T,01:30 PM-03:20 PM,01/09/23-04/29/23,GRIS 125,2,14,No,26135183.0,"Leon-Salas, Walter Daniel",Associate Professor,Y,Reg,A3,A6,8F,13.0,14.0,1.0
202320,Schl of Aviation & Transp Tech,AT,44502,Aircraft Electronics,LEC,001,13989,3.0,3.0,,,TR,09:30 AM-10:20 AM,01/09/23-04/29/23,NISW 214,19,40,No,31265448.0,"Lercel, Damon J.",Assistant Professor,Y,Reg,A1,A2,Unk,0.0,0.0,0.0
202320,Schl of Aviation & Transp Tech,AT,52800,Mgmt & Dsgn Of Training Syst,LEC,002,20463,3.0,3.0,,,TR,04:30 PM-05:45 PM,01/09/23-04/29/23,NISW 220,10,20,No,31265448.0,"Lercel, Damon J.",Assistant Professor,Y,Reg,Unk,Unk,Unk,0.0,0.0,0.0
202320,Computer Information Tech,CNIT,37200,Database Programming,LEC,003,24787,3.0,3.0,,,MW,04:30 PM-05:20 PM,01/09/23-04/29/23,KNOY B041,23,24,No,28177196.0,"Li, Tianyi",Assistant Professor,Y,Reg,A1,A2,Unk,0.0,0.0,0.0
202320,Computer Information Tech,CNIT,48101,Front End Web Programming,LEC,022,20495,3.0,3.0,,Dept,MW,11:30 AM-12:20 PM,01/09/23-04/29/23,KNOY B041,11,24,No,28177196.0,"Li, Tianyi",Assistant Professor,Y,Reg,A3,A4,Unk,0.0,0.0,0.0
202320,School of Engineering Tech,MET,43200,Hydraulic Motion Cntrl,LEC,004,22382,3.0,3.0,,,TR,05:30 PM-06:20 PM,01/09/23-04/29/23,KNOY 114,13,14,Graduate Student,31192808.0,"Liu, Heming",Student,Y,Reg,A3,A4,Unk,0.0,0.0,0.0
202320,Schl of Aviation & Transp Tech,AT,38100,Aviation Security,LEC,001,11709,3.0,3.0,,,MWF,02:30 PM-03:20 PM,01/09/23-04/29/23,NISW 184,39,40,No,22618414.0,"Lu, Chien-Tsung",Associate Professor,Y,Reg,Unk,Unk,Unk,0.0,0.0,0.0
202320,Schl of Aviation & Transp Tech,AT,41200,Aviation Finance,LEC,001,26648,3.0,3.0,,,MWF,08:30 AM-09:20 AM,01/09/23-04/29/23,NISW 214,19,30,No,22618414.0,"Lu, Chien-Tsung",Associate Professor,Y,Reg,Unk,Unk,Unk,0.0,0.0,0.0
202320,Schl of Aviation & Transp Tech,AT,49800,Aviation Technology Capstone,LEC,002,64283,3.0,3.0,,,MWF,03:30 PM-04:20 PM,01/09/23-04/29/23,NISW 214,42,44,No,22618414.0,"Lu, Chien-Tsung",Associate Professor,Y,Reg,Unk,Unk,Unk,0.0,0.0,0.0
202320,Schl of Aviation & Transp Tech,AT,57300,Manag Risk Of Org Acci,LEC,001,15953,3.0,3.0,,,T,06:00 PM-08:50 PM,01/09/23-04/29/23,NISW 184,4,25,No,22618414.0,"Lu, Chien-Tsung",Associate Professor,Y,Reg,Unk,Unk,Unk,0.0,0.0,0.0
202320,School of Engineering Tech,ECET,37300,Applied Electronic Drives,LEC,001,17547,3.0,3.0,,,MW,11:30 AM-12:20 PM,01/09/23-04/29/23,BRNG 1255,9,10,No,35565762.0,"Lu, Xiaonan",Associate Professor,Y,Reg,A1,A2,Unk,0.0,0.0,0.0
202320,School of Engineering Tech,MET,31300,Applied Fluid Mechanics,LEC,001,22407,3.0,3.0,,,TR,10:30 AM-11:45 AM,01/09/23-04/29/23,SYNC ONLINE,60,85,No,25343708.0,"Lucietto, Anne M.",Associate Professor,Y,Reg,Unk,Unk,Unk,0.0,0.0,0.0
202320,School of Engineering Tech,MET,42200,Power Plnts&Energy Con,LEC,001,17562,3.0,3.0,,,TR,12:00 PM-01:15 PM,01/09/23-04/29/23,SYNC ONLINE,18,20,No,25343708.0,"Lucietto, Anne M.",Associate Professor,Y,Reg,Unk,Unk,Unk,0.0,0.0,0.0
202320,Computer Information Tech,CNIT,28000,Syst Analysis & Design,LEC,002,69007,3.0,3.0,,,TR,01:30 PM-02:45 PM,01/09/23-04/29/23,MATH 175,153,180,No,16371355.0,"Magana Deleon, Alejandra J.",WC Furnas Professor in Enterprise Excellence. Computer and Information Technology and Professor in Engineering Education,Y,Reg,Unk,Unk,Unk,0.0,0.0,0.0
202320,School of Engineering Tech,IET,43630,Design Of Experiments,DIS,011,27038,3.0,3.0,,,Unlisted,,01/09/23-04/29/23,ASYNC ONLINE,2,0,No,16220182.0,"Maley, James G.",Assistant Professor of Practice,Y,Reg,Unk,Unk,Unk,0.0,0.0,0.0
202320,School of Engineering Tech,IET,43640,Lean Six Sigma,DIS,016,27039,3.0,3.0,,,Unlisted,,01/09/23-04/29/23,ASYNC ONLINE,1,0,No,16220182.0,"Maley, James G.",Assistant Professor of Practice,Y,Reg,Unk,Unk,Unk,0.0,0.0,0.0
202320,Computer Graphics Technology,CGT,27000,Intro To Data Visualization,LEC,005,23928,3.0,3.0,,,M,09:30 AM-11:20 AM,01/09/23-04/29/23,WALC B066,117,120,Graduate Student,35009981.0,"Mansoor, Maira",Student,Y,Reg,A1,A2,Unk,0.0,0.0,0.0
202320,Schl of Construction Mgmt Tech,CM,15000,Construction Mgmt Fundamentals,LEC,005,13382,6.0,6.0,,,MW,11:30 AM-01:20 PM,01/09/23-04/29/23,WALC 3087,91,105,No,11457297.0,"Manuel, Joseph R.",Assistant Professor of Practice,Y,Reg,A1,A2,Unk,0.0,0.0,0.0
202320,Schl of Construction Mgmt Tech,CM,20000,Intermediate Pre-Con Mgmt,LEC,001,11252,9.0,9.0,,,MW,02:30 PM-05:20 PM,01/09/23-04/29/23,PHYS 223,99,90,No,11457297.0,"Manuel, Joseph R.",Assistant Professor of Practice,Y,Reg,A1,A2,Unk,0.0,0.0,0.0
202320,Schl of Construction Mgmt Tech,CM,36200,Construction Competition,DIS,001,29881,2.0,2.0,,,Unlisted,,01/09/23-04/29/23,ASYNC ONLINE,16,0,No,11457297.0,"Manuel, Joseph R.",Assistant Professor of Practice,Y,Reg,Unk,Unk,Unk,0.0,0.0,0.0
202320,Schl of Construction Mgmt Tech,CM,41000,Construction Mgmt Portfolio II,DIS,002,22526,0.5,0.5,,,Unlisted,,01/09/23-03/05/23,,15,100,No,11457297.0,"Manuel, Joseph R.",Assistant Professor of Practice,Y,P/NP,Unk,Unk,Unk,0.0,0.0,0.0
202320,School of Engineering Tech,MET,41100,Intro Finite Elmnt Mth,LEC,002,23381,3.0,3.0,,,MW,12:30 PM-01:20 PM,01/09/23-04/29/23,WALC 3148,14,24,No,32202836.0,"Mao, Huachao",Assistant Professor,Y,Reg,A1,A2,Unk,0.0,0.0,0.0
202320,Schl of Aviation & Transp Tech,AT,20300,Aviation Operations Management,LEC,001,63339,3.0,3.0,,,TR,09:00 AM-10:15 AM,01/09/23-04/29/23,NISW 149,65,70,No,28515117.0,"Marete, Caroline K.",Visiting Assistant Professor,Y,Reg,Unk,Unk,Unk,0.0,0.0,0.0
202320,Schl of Aviation & Transp Tech,AT,42101,Managerial Econ In Aviation,LEC,002,16553,3.0,3.0,,,TR,03:00 PM-04:15 PM,01/09/23-04/29/23,NISW 157,39,40,No,28515117.0,"Marete, Caroline K.",Visiting Assistant Professor,Y,Reg,Unk,Unk,Unk,0.0,0.0,0.0
202320,Schl of Construction Mgmt Tech,CM,30000,Advanced Pre-Con Mgmt,LEC,004,11239,9.0,9.0,,,TR,02:30 PM-05:20 PM,01/09/23-04/29/23,CRTN 1011,83,81,No,34319092.0,"Martani, Claudio",Assistant Professor,Y,Reg,A1,A2,Unk,0.0,0.0,0.0
202320,Schl of Construction Mgmt Tech,CM,58100,Fut-proof Infrastrct & Constr,LEC,001,28999,3.0,3.0,,,R,10:30 AM-01:20 PM,01/09/23-04/29/23,FRNY 1043,33,40,No,34319092.0,"Martani, Claudio",Assistant Professor,Y,Reg,Unk,Unk,Unk,0.0,0.0,0.0
202320,Computer Information Tech,CNIT,32500,OO Application Development,LEC,003,15270,3.0,3.0,,,MW,09:30 AM-10:20 AM,01/09/23-04/29/23,CL50 125,19,40,No,22676306.0,"Matson, Eric T.",Professor,Y,Reg,A1,A2,Unk,0.0,0.0,0.0
202320,Computer Graphics Technology,CGT,25001,Comp Graph Prof Prac I,LEC,001,18096,1.0,1.0,,,M,04:30 PM-05:20 PM,01/09/23-04/29/23,FRNY G140,178,200,No,26868681.0,"Mcgraw, Tim E.",Associate Professor,Y,Reg,Unk,Unk,Unk,0.0,0.0,0.0
202320,Computer Graphics Technology,CGT,45001,Comp Graph Prof Prac II,LEC,001,12898,1.0,1.0,,,M,03:30 PM-04:20 PM,01/09/23-04/29/23,FRNY G140,139,200,No,26868681.0,"Mcgraw, Tim E.",Associate Professor,Y,Reg,Unk,Unk,Unk,0.0,0.0,0.0
202320,Computer Graphics Technology,CGT,52100,Adv Real-Time Computr Graph,LEC,001,16377,3.0,3.0,,,W,06:00 PM-08:50 PM,01/09/23-04/29/23,KNOY 314,6,20,No,26868681.0,"Mcgraw, Tim E.",Associate Professor,Y,Reg,Unk,Unk,Unk,0.0,0.0,0.0
202320,Computer Graphics Technology,CGT,58100,Compute Shader Programming,LEC,013,22023,3.0,3.0,,,TR,07:00 PM-08:15 PM,01/09/23-04/29/23,KNOY 306,11,20,No,26868681.0,"Mcgraw, Tim E.",Associate Professor,Y,Reg,Unk,Unk,Unk,0.0,0.0,0.0
202320,School of Engineering Tech,MET,10200,Prodctn Desgn&Specfctn,LEC,001,22314,3.0,3.0,,,M,09:30 AM-10:20 AM,01/09/23-04/29/23,HAMP 3144,49,50,No,22506334.0,"Mcpherson, Paul B.",Associate Professor of Practice,Y,Reg,A3,A4,Unk,0.0,0.0,0.0
202320,School of Engineering Tech,MET,10200,Prodctn Desgn&Specfctn,LEC,005,22313,3.0,3.0,,,M,11:30 AM-12:20 PM,01/09/23-04/29/23,HAMP 3144,50,50,No,22506334.0,"Mcpherson, Paul B.",Associate Professor of Practice,Y,Reg,A2,A6,Unk,0.0,0.0,0.0
202320,School of Engineering Tech,MET,45100,Manufact Qualty Contrl,LEC,002,19833,3.0,3.0,,,T,09:30 AM-11:20 AM,01/09/23-04/29/23,KNOY 427,23,30,No,22506334.0,"Mcpherson, Paul B.",Associate Professor of Practice,Y,Reg,A1,A2,Unk,0.0,0.0,0.0
