ACADEMIC_PERIOD,Department,Subject,Crs .,Title,IType,Sec .,CRN,Min Cr,Max Credit,Stat,Perm,Days,Meeting Time String,Dates,BldgRoom String,Enrl*,Lim**,Graduate Students,INSTRUCTOR_ID,Instructor,Instructor_Title,Grd?,Mode,Link ID,Link Cnct,XList Group,XList Enrl,XList Max Enrl,XList Seats Avail
202320,Purdue Polytechnic Inst Admin,TECH,62100,Insd Res Prb Supv Per,LEC,004,30191,1.0,1.0,,Inst,R,04:00 PM-04:50 PM,01/09/23-04/29/23,YONG 324,3,25,No,23463413.0,"Mentzer, Nathan",Professor,Y,Reg,Unk,Unk,Unk,0.0,0.0,0.0
202320,Aerospace Studies,AFT,36100,Leading Ppl & Effect Comm II,LEC,002,15709,3.0,3.0,,,TR,10:30 AM-11:45 AM,01/09/23-04/29/23,BRNG B212,13,32,No,35635706.0,"Meoli, Michael T.",Operations Flight Commander,Y,Reg,Unk,Unk,Unk,0.0,0.0,0.0
202320,Aerospace Studies,AFT,36100,Leading Ppl & Effect Comm II,LEC,001,10541,3.0,3.0,,,TR,01:30 PM-02:45 PM,01/09/23-04/29/23,ME 1012,16,48,No,35635706.0,"Meoli, Michael T.",Operations Flight Commander,Y,Reg,Unk,Unk,Unk,0.0,0.0,0.0
202320,Schl of Construction Mgmt Tech,CM,11000,Construction OSHA Ten-Hour,DIS,001,12351,1.0,1.0,,,Unlisted,,01/09/23-03/05/23,ASYNC ONLINE,90,116,No,15302501.0,"Merchant, Jason L.",Lecturer,Y,Reg,Unk,Unk,Unk,0.0,0.0,0.0
202320,Schl of Construction Mgmt Tech,CM,15000,Construction Mgmt Fundamentals,LEC,005,13382,6.0,6.0,,,MW,11:30 AM-01:20 PM,01/09/23-04/29/23,WALC 3087,91,105,No,15302501.0,"Merchant, Jason L.",Lecturer,Y,Reg,A1,A2,Unk,0.0,0.0,0.0
202320,Schl of Construction Mgmt Tech,CM,20000,Intermediate Pre-Con Mgmt,LEC,001,11252,9.0,9.0,,,MW,02:30 PM-05:20 PM,01/09/23-04/29/23,PHYS 223,99,90,No,15302501.0,"Merchant, Jason L.",Lecturer,Y,Reg,A1,A2,Unk,0.0,0.0,0.0
202320,Schl of Construction Mgmt Tech,CM,35000,Advanced Const Mgmt,LEC,004,11286,9.0,9.0,,,MW,08:30 AM-11:20 AM,01/09/23-04/29/23,WALC B058,110,108,No,15302501.0,"Merchant, Jason L.",Lecturer,Y,Reg,A1,A2,Unk,0.0,0.0,0.0
202320,School of Engineering Tech,ENGT,48000,ET Capstone I,LEC,003,20593,3.0,3.0,,,MW,08:30 AM-09:20 AM,01/09/23-04/29/23,LMBS 4247B,49,75,No,18919454.0,"Merrick, David D.",Lecturer,Y,Reg,A1,A2,Unk,0.0,0.0,0.0
202320,School of Engineering Tech,ENGT,48100,ET Capstone II,LEC,006,20603,3.0,3.0,,,R,08:30 AM-09:20 AM,01/09/23-04/29/23,LMBS 4247A,76,100,No,18919454.0,"Merrick, David D.",Lecturer,Y,Reg,A1,A2,Unk,0.0,0.0,0.0
202320,School of Engineering Tech,ENGT,48100,ET Capstone II,LEC,023,23208,3.0,3.0,,,R,08:30 AM-09:20 AM,01/09/23-04/29/23,LMBS 4247B,75,100,No,18919454.0,"Merrick, David D.",Lecturer,Y,Reg,A1,A2,Unk,0.0,0.0,0.0
202320,Military Science,MSL,30200,Applied Ldrshp In Sm Unit Ops,LEC,002,22898,4.0,4.0,,Dept,TR,10:30 AM-11:45 AM,01/09/23-04/29/23,LWSN B134,18,20,No,32207972.0,"Mickelson, Bert W.",Assistant Professor of Military Science,Y,Reg,A1,A2,Unk,0.0,0.0,0.0
202320,Computer Information Tech,CNIT,42500,Software Dev Mobile Devices II,LEC,001,17801,3.0,3.0,,,MW,12:30 PM-01:20 PM,01/09/23-04/29/23,KNOY B041,8,20,No,24147258.0,"Min, Byung-Cheol",Associate Professor and University Faculty Scholar,Y,Reg,A1,A2,Unk,0.0,0.0,0.0
202320,Computer Information Tech,CNIT,58100,Sftwre Des & Develop  Robotics,LEC,024,23953,3.0,3.0,,Dept,R,01:30 PM-02:45 PM,01/09/23-04/29/23,KNOY 242,13,20,No,24147258.0,"Min, Byung-Cheol",Associate Professor and University Faculty Scholar,Y,Reg,Unk,Unk,Unk,0.0,0.0,0.0
202320,Computer Information Tech,CNIT,58100,Sftwre Des & Develop  Robotics,LEC,024,23953,3.0,3.0,,Dept,T,01:30 PM-02:45 PM,01/09/23-04/29/23,KNOY B041,13,20,No,24147258.0,"Min, Byung-Cheol",Associate Professor and University Faculty Scholar,Y,Reg,Unk,Unk,Unk,0.0,0.0,0.0
202320,Schl of Aviation & Transp Tech,AT,11600,Aircraft Science For Eng Tech,LEC,001,24598,3.0,3.0,,,MWF,12:30 PM-01:20 PM,01/09/23-04/29/23,NISW 184,14,30,No,34011809.0,"Mitchell, George G.",Clinical Assistant Professor,Y,Reg,Unk,Unk,Unk,0.0,0.0,0.0
202320,Schl of Aviation & Transp Tech,AT,20700,Intro Aircraft Systems,LEC,007,16126,3.0,3.0,,,WF,07:30 AM-08:20 AM,01/09/23-04/29/23,NISW 184,14,26,No,34011809.0,"Mitchell, George G.",Clinical Assistant Professor,Y,Reg,A1,A2,Unk,0.0,0.0,0.0
202320,Schl of Aviation & Transp Tech,AT,20700,Intro Aircraft Systems,LEC,003,13854,3.0,3.0,,,TR,07:30 AM-08:20 AM,01/09/23-04/29/23,NISW 184,38,38,No,34011809.0,"Mitchell, George G.",Clinical Assistant Professor,Y,Reg,A1,A2,Unk,0.0,0.0,0.0
202320,Computer Graphics Technology,CGT,14100,"Internet Found,Tch&Dev",LEC,001,13479,3.0,3.0,,,TR,07:30 AM-08:20 AM,01/09/23-04/29/23,WTHR 104,56,88,No,10316174.0,"Morales, Carlos R.",Associate Professor,Y,Reg,A1,A2,Unk,0.0,0.0,0.0
202320,Computer Graphics Technology,CGT,14700,Visual Effects Introduction,DIS,003,21391,3.0,3.0,,,Unlisted,,01/09/23-04/29/23,,46,46,No,10316174.0,"Morales, Carlos R.",Associate Professor,Y,Reg,A1,A2,Unk,0.0,0.0,0.0
202320,Computer Graphics Technology,CGT,41201,Problems In Appl Comp Graph II,LEC,001,12897,2.0,2.0,,,WF,03:30 PM-04:20 PM,01/09/23-04/29/23,SMTH 108,140,200,No,10316174.0,"Morales, Carlos R.",Associate Professor,Y,Reg,Unk,Unk,Unk,0.0,0.0,0.0
202320,Naval Science,NS,21300,Sea Power & Maritm Aff,LEC,003,43625,3.0,3.0,,,MWF,11:30 AM-12:20 PM,01/09/23-04/29/23,AR 102,13,30,No,34016700.0,"Morris, Zachary L.",Professor of Naval Science,Y,Reg,Unk,Unk,Unk,0.0,0.0,0.0
202320,Computer Graphics Technology,CGT,20500,Portfolio Review,DIS,001,12036,0.0,0.0,,,M,07:30 AM-08:20 AM,01/09/23-04/29/23,SYNC ONLINE,91,150,No,31212732.0,"Mousas, Christos",Associate Professor,Y,S/U,Unk,Unk,F8,128.0,150.0,22.0
202320,Computer Graphics Technology,CGT,40500,Senior Portfolio Review,DIS,004,29316,0.0,0.0,,,M,07:30 AM-08:20 AM,01/09/23-04/29/23,SYNC ONLINE,37,150,No,31212732.0,"Mousas, Christos",Associate Professor,Y,S/U,Unk,Unk,F8,128.0,150.0,22.0
202320,Computer Graphics Technology,CGT,44500,Game Development IV,LEC,006,15602,3.0,3.0,,,TR,09:30 AM-10:20 AM,01/09/23-04/29/23,FRNY B124,41,60,No,31212732.0,"Mousas, Christos",Associate Professor,Y,Reg,A1,A2,Unk,0.0,0.0,0.0
202320,Computer Graphics Technology,CGT,58100,Proced Contnt Gentn For Games,LEC,015,24936,3.0,3.0,,,R,06:00 PM-08:50 PM,01/09/23-04/29/23,HEAV B020,13,25,No,31212732.0,"Mousas, Christos",Associate Professor,Y,Reg,Unk,Unk,Unk,0.0,0.0,0.0
202320,Computer Graphics Technology,CGT,59700,Directed MS Capstone,DIS,005,15623,3.0,3.0,,,Unlisted,,01/09/23-04/29/23,,1,0,No,31212732.0,"Mousas, Christos",Associate Professor,Y,Reg,Unk,Unk,Unk,0.0,0.0,0.0
202320,School of Engineering Tech,ENGT,48000,ET Capstone I,LEC,003,20593,3.0,3.0,,,MW,08:30 AM-09:20 AM,01/09/23-04/29/23,LMBS 4247B,49,75,No,13691056.0,"Munguia, Ralph",Continuing Lecturer,Y,Reg,A1,A2,Unk,0.0,0.0,0.0
202320,School of Engineering Tech,ENGT,48100,ET Capstone II,LEC,023,23208,3.0,3.0,,,R,08:30 AM-09:20 AM,01/09/23-04/29/23,LMBS 4247B,75,100,No,13691056.0,"Munguia, Ralph",Continuing Lecturer,Y,Reg,A1,A2,Unk,0.0,0.0,0.0
202320,School of Engineering Tech,ENGT,48100,ET Capstone II,LEC,006,20603,3.0,3.0,,,R,08:30 AM-09:20 AM,01/09/23-04/29/23,LMBS 4247A,76,100,No,13691056.0,"Munguia, Ralph",Continuing Lecturer,Y,Reg,A1,A2,Unk,0.0,0.0,0.0
202320,Computer Information Tech,CNIT,17600,Info Tech Architecture,LEC,012,12381,3.0,3.0,,,WF,04:30 PM-05:20 PM,01/09/23-04/29/23,CL50 224,278,312,No,34004673.0,"Nadig Anantha, Deepak",Assistant Professor,Y,Reg,A1,A2,Unk,0.0,0.0,0.0
202320,Computer Information Tech,CNIT,48101,Network Virtualization,LEC,021,25003,3.0,3.0,,Inst,MW,12:30 PM-01:20 PM,01/09/23-04/29/23,KNOY B031,0,18,No,34004673.0,"Nadig Anantha, Deepak",Assistant Professor,Y,Reg,A5,A6,Unk,0.0,0.0,0.0
202320,School of Engineering Tech,IET,33520,Human Factors For Tech Sys,LEC,001,20229,3.0,3.0,,,MWF,09:30 AM-10:20 AM,01/09/23-04/29/23,WALC 3138,22,50,No,24204598.0,"Nanda, Gaurav",Assistant Professor,Y,Reg,Unk,Unk,Unk,0.0,0.0,0.0
202320,School of Engineering Tech,IET,33520,Human Factors For Tech Sys,DIS,002,27032,3.0,3.0,,,Unlisted,,01/09/23-04/29/23,ASYNC ONLINE,3,0,No,24204598.0,"Nanda, Gaurav",Assistant Professor,Y,Reg,Unk,Unk,Unk,0.0,0.0,0.0
202320,School of Engineering Tech,IET,34200,Warehouse & Inventory Mgmt,LEC,003,20235,3.0,3.0,,,MW,01:30 PM-02:20 PM,01/09/23-04/29/23,GRIS 103,36,85,No,24204598.0,"Nanda, Gaurav",Assistant Professor,Y,Reg,A1,A2,Unk,0.0,0.0,0.0
202320,School of Engineering Tech,ECET,22700,DC And Pulse Electronics,LEC,004,66306,3.0,3.0,,,MW,10:30 AM-11:20 AM,01/09/23-04/29/23,KNOY B033,49,60,No,30437774.0,"Nawrocki, Robert A.",Assistant Professor,Y,Reg,A1,A2,Unk,0.0,0.0,0.0
202320,Naval Science,NS,41300,Naval Leadership & Ethics,LEC,002,17350,3.0,3.0,,Inst,MWF,12:30 PM-01:20 PM,01/09/23-04/29/23,AR 206,11,14,No,34211790.0,"Nelson, Christopher M.",Commanding Officer Navy ROTC,Y,Reg,Unk,Unk,Unk,0.0,0.0,0.0
202320,Naval Science,NS,41300,Naval Leadership & Ethics,LEC,001,17349,3.0,3.0,,Inst,MWF,09:30 AM-10:20 AM,01/09/23-04/29/23,AR 206,11,14,No,34211790.0,"Nelson, Christopher M.",Commanding Officer Navy ROTC,Y,Reg,Unk,Unk,Unk,0.0,0.0,0.0
202320,Computer Graphics Technology,CGT,41201,Problems In Appl Comp Graph II,LEC,001,12897,2.0,2.0,,,WF,03:30 PM-04:20 PM,01/09/23-04/29/23,SMTH 108,140,200,Graduate Student,31293522.0,"Nelson, Michael G.",Student,Y,Reg,Unk,Unk,Unk,0.0,0.0,0.0
202320,School of Engineering Tech,ENGT,18200,Gateway To Engineering Tech,LEC,013,23000,4.0,4.0,,,MW,10:30 AM-11:20 AM,01/09/23-04/29/23,WALC B093,52,72,No,15711455.0,"Newell, Brittany A.",Associate Professor,Y,Reg,A1,A3,Unk,0.0,0.0,0.0
202320,School of Engineering Tech,ENGT,18200,Gateway To Engineering Tech,LEC,001,15219,4.0,4.0,,,MW,09:30 AM-10:20 AM,01/09/23-04/29/23,WALC B093,51,72,No,15711455.0,"Newell, Brittany A.",Associate Professor,Y,Reg,A1,A3,Unk,0.0,0.0,0.0
202320,School of Engineering Tech,IET,44500,Strategic Supply Chain Mgmt,LEC,001,16687,3.0,3.0,,,TR,10:30 AM-11:45 AM,01/09/23-04/29/23,SCHM 317,25,30,No,10315218.0,"Newton, Kathryne A.",Professor and Interim Associate Dean for Research,Y,Reg,Unk,Unk,Unk,0.0,0.0,0.0
202320,School of Engineering Tech,MET,31700,Machine Diagnostics,LEC,001,22408,3.0,3.0,,,MW,04:30 PM-05:20 PM,01/09/23-04/29/23,KNOY B031,28,30,No,34714745.0,"Nicholson, Dale C.",Lecturer,Y,Reg,A1,A2,Unk,0.0,0.0,0.0
202320,Military Science,MSL,10200,Foundations Of Leadership,LEC,004,38309,2.0,2.0,,,R,12:30 PM-01:20 PM,01/09/23-04/29/23,AR 101,11,20,No,10309265.0,"Obrien, Kathy M.",Administrative Assistant,Y,Reg,A1,A2,Unk,0.0,0.0,0.0
202320,Military Science,MSL,10200,Foundations Of Leadership,LEC,001,38306,2.0,2.0,,,W,08:30 AM-09:20 AM,01/09/23-04/29/23,AR 101,16,20,No,10309265.0,"Obrien, Kathy M.",Administrative Assistant,Y,Reg,A1,A2,Unk,0.0,0.0,0.0
202320,Military Science,MSL,10200,Foundations Of Leadership,LEC,003,38308,2.0,2.0,,,T,09:30 AM-10:20 AM,01/09/23-04/29/23,AR 102,11,20,No,10309265.0,"Obrien, Kathy M.",Administrative Assistant,Y,Reg,A1,A2,Unk,0.0,0.0,0.0
202320,Military Science,MSL,30200,Applied Ldrshp In Sm Unit Ops,LEC,002,22898,4.0,4.0,,Dept,TR,10:30 AM-11:45 AM,01/09/23-04/29/23,LWSN B134,18,20,No,10309265.0,"Obrien, Kathy M.",Administrative Assistant,Y,Reg,A1,A2,Unk,0.0,0.0,0.0
202320,Military Science,MSL,40200,Company Grade Leadership,LEC,006,14373,4.0,4.0,,Dept,TR,10:30 AM-11:45 AM,01/09/23-04/29/23,AR 101,30,48,No,10309265.0,"Obrien, Kathy M.",Administrative Assistant,Y,Reg,A1,A2,Unk,0.0,0.0,0.0
202320,Computer Information Tech,CNIT,58100,Data Analysis,DIS,044,29022,3.0,3.0,,,Unlisted,,03/06/23-04/29/23,ASYNC ONLINE,2,30,No,16303865.0,"Padfield, Jon R.",Assistant Professor,Y,Reg,Unk,Unk,Unk,0.0,0.0,0.0
202320,School of Engineering Tech,ECET,32900,Adv Embedded Digital Systems,LEC,002,20077,3.0,3.0,,,TR,10:30 AM-11:20 AM,01/09/23-04/29/23,BRWN 1154,28,30,No,23545100.0,"Panigrahi, Suranjan",Professor,Y,Reg,A1,A2,Unk,0.0,0.0,0.0
202320,Technology Ldrshp & Innovatn,TLI,35580,Organizational Performance,LEC,001,28197,3.0,3.0,,,TR,01:30 PM-02:20 PM,01/09/23-04/29/23,KNOY B033,23,45,No,35593473.0,"Park, Cho Hyun",Assistant Professor,Y,Reg,A1,A2,Unk,0.0,0.0,0.0
202320,Computer Graphics Technology,CGT,49800,UX Roles In Sci CyberInf Teams,DIS,001,29612,3.0,3.0,,,Unlisted,,01/09/23-04/29/23,ASYNC ONLINE,0,1,No,28608796.0,"Parsons, Paul",Associate Professor,Y,Reg,Unk,Unk,Unk,0.0,0.0,0.0
202320,Computer Graphics Technology,CGT,59700,UXD Grad Capstone,LEC,008,11738,6.0,6.0,,,M,05:30 PM-08:20 PM,01/09/23-04/29/23,WTHR 301,17,20,No,28608796.0,"Parsons, Paul",Associate Professor,Y,Reg,A1,A2,Unk,0.0,0.0,0.0
202320,Schl of Aviation & Transp Tech,AT,47500,Aviation Law,LEC,002,16546,3.0,3.0,,,TR,12:00 PM-01:15 PM,01/09/23-04/29/23,NISW 149,68,72,No,30307874.0,"Patankar, Manoj S.",Raisbeck Engineering Professor AT,Y,Reg,Unk,Unk,Unk,0.0,0.0,0.0
202320,Schl of Aviation & Transp Tech,AT,50500,Research Methods In Aviation,LEC,001,14030,3.0,3.0,,,TR,03:00 PM-04:15 PM,01/09/23-04/29/23,NISW 149,6,20,No,30307874.0,"Patankar, Manoj S.",Raisbeck Engineering Professor AT,Y,Reg,Unk,Unk,Unk,0.0,0.0,0.0
202320,Schl of Aviation & Transp Tech,AT,57300,Manag Risk Of Org Acci,DIS,002,28388,3.0,3.0,,,Unlisted,,01/09/23-04/29/23,ASYNC ONLINE,1,25,No,30307874.0,"Patankar, Manoj S.",Raisbeck Engineering Professor AT,Y,Reg,Unk,Unk,Unk,0.0,0.0,0.0
202320,Purdue Polytechnic Inst Admin,TECH,58100,Tech Realiz Workshop,LEC,018,65981,2.0,2.0,,,M,04:30 PM-06:20 PM,01/09/23-04/29/23,SYNC ONLINE,2,120,No,16415661.0,"Peoples, Timothy R.",Associate Administrative,Y,Reg,Unk,Unk,69,9.0,120.0,111.0
202320,Technology Ldrshp & Innovatn,TLI,45560,Internship In HR,DIS,001,28207,3.0,3.0,,,Unlisted,,01/09/23-04/29/23,,15,30,No,33754262.0,"Plain, Craig D.",Professor,Y,Reg,Unk,Unk,Unk,0.0,0.0,0.0
202320,Technology Ldrshp & Innovatn,TLI,11200,Foundations Of Org Leadership,LEC,030,14527,3.0,3.0,,,TR,12:00 PM-01:15 PM,01/09/23-04/29/23,WALC 1055,264,284,No,35573725.0,"Plaskoff, Joshua A.",Senior Lecturer,Y,Reg,Unk,Unk,Unk,0.0,0.0,0.0
202320,Technology Ldrshp & Innovatn,TLI,11200,Foundations Of Org Leadership,LEC,031,14528,3.0,3.0,,,TR,04:30 PM-05:45 PM,01/09/23-04/29/23,WALC 1055,157,284,No,35573725.0,"Plaskoff, Joshua A.",Senior Lecturer,Y,Reg,Unk,Unk,Unk,0.0,0.0,0.0
202320,Technology Ldrshp & Innovatn,TLI,35530,Strategic Planning In HR,LEC,001,15561,3.0,3.0,,,TR,09:00 AM-10:15 AM,01/09/23-04/29/23,SMTH 208,22,49,No,35573725.0,"Plaskoff, Joshua A.",Senior Lecturer,Y,Reg,Unk,Unk,Unk,0.0,0.0,0.0
202320,Computer Information Tech,CNIT,39200,Enterprise Data Mgmt,LEC,001,13250,3.0,3.0,,,TR,04:30 PM-05:20 PM,01/09/23-04/29/23,WALC 1132,57,72,No,24136648.0,"Pradhan, Romila",Assistant Professor,Y,Reg,A1,A2,Unk,0.0,0.0,0.0
202320,Computer Information Tech,CNIT,58100,Responsible Data Management,LEC,042,25688,3.0,3.0,,,TR,03:00 PM-04:15 PM,01/09/23-04/29/23,KNOY B031,12,20,No,24136648.0,"Pradhan, Romila",Assistant Professor,Y,Reg,Unk,Unk,Unk,0.0,0.0,0.0
202320,Purdue Polytechnic Inst Admin,TECH,34000,Prototyping Tech For People,LEC,002,23885,3.0,3.0,,,TR,08:30 AM-09:20 AM,01/09/23-04/29/23,WALC 3122,31,40,No,15702107.0,"Pruim, Douglas E.",Clinical Assistant Professor,Y,Reg,A1,A2,AH,38.0,40.0,2.0
202320,Technology Ldrshp & Innovatn,TLI,46000,Teach Design & Innovation II,LEC,002,23897,3.0,3.0,,,TR,08:30 AM-09:20 AM,01/09/23-04/29/23,WALC 3122,3,40,No,15702107.0,"Pruim, Douglas E.",Clinical Assistant Professor,Y,Reg,A1,A2,AH,38.0,40.0,2.0
202320,Schl of Aviation & Transp Tech,AT,30702,Advanced Aircraft Systems,LEC,003,13962,3.0,3.0,,,WF,12:30 PM-01:20 PM,01/09/23-04/29/23,NISW 214,25,42,Graduate Student,29636687.0,"Pullen, Keegan C.",Student,Y,Reg,A1,A2,Unk,0.0,0.0,0.0
202320,School of Engineering Tech,MET,24500,Manufacturing Systems,LEC,009,66669,3.0,3.0,,,TR,08:30 AM-09:20 AM,01/09/23-04/29/23,HIKS G980D,90,108,No,20249017.0,"Rakita, Milan",Assistant Professor of Practice,Y,Reg,A1,A2,Unk,0.0,0.0,0.0
202320,School of Engineering Tech,MET,34600,Adv Matls In Manufact,LEC,007,43012,3.0,3.0,,,MW,09:30 AM-10:20 AM,01/09/23-04/29/23,GRIS 103,43,56,No,20249017.0,"Rakita, Milan",Assistant Professor of Practice,Y,Reg,A1,A2,Unk,0.0,0.0,0.0
202320,Schl of Construction Mgmt Tech,CM,10000,Intro To Construction Mgmt,LEC,001,12591,3.0,3.0,,,TR,01:30 PM-02:45 PM,01/09/23-04/29/23,STEW 320,76,100,No,22605720.0,"Rapp, Randy R.","Purdue SCMT Named Professor of Disaster Restoration and Reconstruction, Associate Professor ",Y,Reg,Unk,Unk,Unk,0.0,0.0,0.0
202320,Schl of Construction Mgmt Tech,CM,25000,Intermediate Const Mgmt,LEC,004,11268,9.0,9.0,,,TR,08:30 AM-11:20 AM,01/09/23-04/29/23,KRAN G016,91,93,No,22605720.0,"Rapp, Randy R.","Purdue SCMT Named Professor of Disaster Restoration and Reconstruction, Associate Professor ",Y,Reg,A1,A2,Unk,0.0,0.0,0.0
202320,Schl of Construction Mgmt Tech,CM,35000,Advanced Const Mgmt,LEC,004,11286,9.0,9.0,,,MW,08:30 AM-11:20 AM,01/09/23-04/29/23,WALC B058,110,108,No,22605720.0,"Rapp, Randy R.","Purdue SCMT Named Professor of Disaster Restoration and Reconstruction, Associate Professor ",Y,Reg,A1,A2,Unk,0.0,0.0,0.0
202320,Schl of Construction Mgmt Tech,CM,41000,Construction Mgmt Portfolio II,DIS,002,22526,0.5,0.5,,,Unlisted,,01/09/23-03/05/23,,15,100,No,22605720.0,"Rapp, Randy R.","Purdue SCMT Named Professor of Disaster Restoration and Reconstruction, Associate Professor ",Y,P/NP,Unk,Unk,Unk,0.0,0.0,0.0
202320,Computer Information Tech,CNIT,58100,Task-Oriented Conv Agts,LEC,043,27548,3.0,3.0,,Inst,MW,12:00 PM-01:15 PM,01/09/23-04/29/23,KNOY 242,6,5,No,10201306.0,"Raskin, Victor",Distinguished Professor,Y,Reg,Unk,Unk,Unk,0.0,0.0,0.0
202320,Computer Information Tech,CNIT,34210,Storage Area Networking,LEC,004,12553,2.0,2.0,,,MW,02:30 PM-03:20 PM,03/06/23-04/29/23,KNOY B031,29,44,No,10199251.0,"Rawles, Phillip T.",Associate Professor,Y,Reg,A1,A2,Unk,0.0,0.0,0.0
202320,Computer Information Tech,CNIT,34220,Network Administration,LEC,001,12586,2.0,2.0,,,MW,02:30 PM-03:20 PM,01/09/23-03/05/23,UC 114,158,168,No,10199251.0,"Rawles, Phillip T.",Associate Professor,Y,Reg,A1,A2,Unk,0.0,0.0,0.0
202320,Computer Information Tech,CNIT,45500,Network Security,DIS,001,28241,3.0,3.0,,Inst,Unlisted,,01/09/23-04/29/23,ASYNC ONLINE,1,3,No,10199251.0,"Rawles, Phillip T.",Associate Professor,Y,Reg,Unk,Unk,Unk,0.0,0.0,0.0
202320,Computer Information Tech,CNIT,31500,Systems Programming,LEC,002,57722,3.0,3.0,,,MW,01:30 PM-02:20 PM,01/09/23-04/29/23,WALC B058,135,140,No,22957806.0,"Rayz, Julia M.",Professor and Associate Department Head,Y,Reg,A1,A2,Unk,0.0,0.0,0.0
202320,Computer Information Tech,CNIT,58100,Task-Oriented Conv Agts,LEC,043,27548,3.0,3.0,,Inst,MW,12:00 PM-01:15 PM,01/09/23-04/29/23,KNOY 242,6,5,No,22957806.0,"Rayz, Julia M.",Professor and Associate Department Head,Y,Reg,Unk,Unk,Unk,0.0,0.0,0.0
202320,Purdue Polytechnic Inst Admin,TECH,22000,Design Technology For People,LEC,001,19822,3.0,3.0,,,MW,09:30 AM-10:20 AM,01/09/23-04/29/23,WALC 2124,14,40,No,35366016.0,"Renkert, Sarah R.",Assistant Professor of Practice,Y,Reg,A1,A3,B5,36.0,40.0,4.0
202320,Technology Ldrshp & Innovatn,TLI,36700,Teach Design & Innovation I,LEC,001,19826,3.0,3.0,,,MW,09:30 AM-10:20 AM,01/09/23-04/29/23,WALC 2124,1,40,No,35366016.0,"Renkert, Sarah R.",Assistant Professor of Practice,Y,Reg,A1,A3,B5,36.0,40.0,4.0
202320,School of Engineering Tech,MET,28400,Intro To Industrial Controls,LEC,011,57505,3.0,3.0,,,MW,02:30 PM-03:20 PM,01/09/23-04/29/23,WALC B058,117,149,No,10200552.0,"Richards, Grant P.",Assistant Professor of Practice,Y,Reg,A1,A2,1H,135.0,149.0,14.0
202320,School of Engineering Tech,ECET,30201,Intro To Industrial Controls,LEC,001,15820,3.0,3.0,,,MW,02:30 PM-03:20 PM,01/09/23-04/29/23,WALC B058,18,149,No,10200552.0,"Richards, Grant P.",Assistant Professor of Practice,Y,Reg,A1,A2,1H,135.0,149.0,14.0
202320,School of Engineering Tech,MFET,37400,Mfg Integration I,LEC,002,10797,3.0,3.0,,,TR,10:30 AM-11:20 AM,01/09/23-04/29/23,WALC 2051,49,68,No,10200552.0,"Richards, Grant P.",Assistant Professor of Practice,Y,Reg,A1,A2,Unk,0.0,0.0,0.0
202320,School of Engineering Tech,ECET,17900,Intro To Digital Systems,LEC,009,57466,3.0,3.0,,,TR,01:30 PM-02:20 PM,01/09/23-04/29/23,WALC B066,105,105,No,10363592.0,"Richardson, Jeffrey J.",Assistant Professor of Practice,Y,Reg,A1,A2,Unk,0.0,0.0,0.0
202320,School of Engineering Tech,ECET,27000,Electronic Prototype Develop,LEC,004,63177,3.0,3.0,,,TR,02:30 PM-03:20 PM,01/09/23-04/29/23,WALC 2127,45,45,No,10363592.0,"Richardson, Jeffrey J.",Assistant Professor of Practice,Y,Reg,A1,A2,Unk,0.0,0.0,0.0
202320,School of Engineering Tech,ECET,42301,Elect Vehicle Integratn & Fab,LEC,001,26841,3.0,3.0,,Inst,T,10:30 AM-11:20 AM,01/09/23-04/29/23,POTR 135,1,10,No,10363592.0,"Richardson, Jeffrey J.",Assistant Professor of Practice,Y,Reg,A1,A2,Unk,0.0,0.0,0.0
202320,Computer Information Tech,CNIT,32200,Research Methodology & Design,LEC,003,20056,3.0,3.0,,,MW,08:30 AM-09:20 AM,01/09/23-04/29/23,KNOY B041,37,40,No,16349349.0,"Ringenberg, Tatiana R.",Assistant Professor,Y,Reg,A1,A2,Unk,0.0,0.0,0.0
202320,Computer Information Tech,CNIT,62300,Research Methods In Computing,LEC,011,20477,3.0,3.0,,Dept,M,06:00 PM-08:50 PM,01/09/23-04/29/23,KNOY B029,24,20,No,16349349.0,"Ringenberg, Tatiana R.",Assistant Professor,Y,Reg,Unk,Unk,Unk,0.0,0.0,0.0
202320,Computer Information Tech,CNIT,55600,Computer Forensics,LEC,001,16275,3.0,3.0,,Dept,M,03:30 PM-05:20 PM,01/09/23-04/29/23,KNOY 228,23,24,No,15056328.0,"Rogers, Marcus K.","Associate Dean for Faculty, Professor and Director of Cyber Forensics Lab",Y,Reg,A1,A2,Unk,0.0,0.0,0.0
202320,Computer Information Tech,CNIT,62300,Philosophy Of Applied Science,LEC,010,18424,3.0,3.0,,,T,04:00 PM-06:50 PM,01/09/23-04/29/23,KNOY 228,4,20,No,15056328.0,"Rogers, Marcus K.","Associate Dean for Faculty, Professor and Director of Cyber Forensics Lab",Y,Reg,Unk,Unk,Unk,0.0,0.0,0.0
202320,Schl of Aviation & Transp Tech,AT,49200,Aircrft Airworth Assur,LEC,001,24929,3.0,3.0,,,TR,07:30 AM-08:20 AM,01/09/23-04/29/23,NISW 214,32,40,No,10116955.0,"Ropp, Timothy D.",Clinical Professor,Y,Reg,A1,A2,Unk,0.0,0.0,0.0
